Name,State,upto,Address,telephone/Mobile no.,Principal name
UMMAT PUBLIC SCHOOL,ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2024 
","MOHATMA GANDHI ROAD MIDDLE POINT ABERDEEN BAZAR PORT BLAIR (A&N ISLAND),744101","3192,261686","
Head/Principal Name:K KAMARAJ
"
VITALA PUBLIC SCHOOL,ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2024 
","HOPE TOWN BAMBOO FLAT, SOUTH ANDAMAN FERRARGUNG PORTBLAR,744107","3192,2258294,","
Head/Principal Name:MRS. JAGADAMMA P K
"
VIVEKANAND KENDRA ZILA PRISHAD VIDYALAYA,ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2022 
","BASNTI PUR NTH AND MIDDLE ANDAMAN PO NIMBUDERA ANDAMAN AND NICOBAR 744201,492001","3192,276101","
Head/Principal Name:SANJAY SINGH
"
VIVEKANANDA KENDRA NAGARPALIKA VIDYALAYA,ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2019 
","RANCHI TEKRI, P.O. JUNGLIGHAT, PT BLAIR, DISTT. SOUTH ANDAMAN, ANDAMAN & NICOBAR ISLAND PIN-744103,",",","
Head/Principal Name:PRINCIPAL
"
VIVEKANANDA KENDRA VIDYALAYA,ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2024 
","LAMBA LINE  POST BOX NO.501 JUNGLIGHAT P.O  PORT BLAIR A & N ISLANDS,744103","3192,03192233426","
Head/Principal Name:MR. S VIJAYAKUMAR
"
VIVEKANANDA KENDRA VIDYALAYA,ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2026 
","P.B.NO.-501, JUNGLI GHAT POST,PORT BLAIR ANDAMAN & NICOBAR ISLAND,744104","3192,274116","
Head/Principal Name:CH SHANMUGA RAO
"
VIVEKANANDA KENDRA ZILLA PARISHAD VIDYALAYA,ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2019 
","PAHALGAON, PO TUGAPUR, MAYA BUNDER, VILLAGE, PAHALGAON, NTH & MIDDLE ANDAMAN,744204","3192,276748","
Head/Principal Name:KAMAL CHANDRA DAS
"
"VIVEKANANDA KENDRA ZILLA PARISHAD VIDYALAYA,",ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2020 
","KADAMTALA,  VILL & POST- KADAMTALA, MIDDLE ANDAMAN, PIN- 744 209, ANDAMAN & NICOBAR ISLAND,",",","
Head/Principal Name:.
"
"VIVEKANANDA KENDRA ZILLA PARISHAD VIDYALAYA, DIGLIPUR",ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2021 
","R.K. GRAM,744202","03825,09436486938","
Head/Principal Name:-
"
"VIVEKANANDA KENDRA ZILLA PARISHAD VIDYALAYA, PT MOUT",ANDAMAN & NICOBAR,"
Affiliated up to: 31/03/2018 
","P.O. CHOULDARI, PORT MOUT, NEAR G S S SCHOOL, DIST. TEHSIL FARARGUNJ SOUTH ANDAMAN PIN 744103,744103",",03192220215","
Head/Principal Name:SITA DAS
"
A K R G TECHNO SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2022 
","NALLAJERLA,534112","818,277993","
Head/Principal Name:GUTTA PADMAJA
"
ABHYAS THE GLOBAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","4-155,JP ROAD PEDAMIRAM VILLAGE, KALLA MANDAL WEST GODAVARI ANDHRA PRADESH,534204","8816,223445","
Head/Principal Name:Mrs.I.Naga Mani
"
ACCORD SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","RC ROAD, CHIGURUWADA NORTH, TIRUPATI CHITTOOR, ANDHRA PRADESH,517507","0877,6457775","
Head/Principal Name:M Liaqet Ali Khan
"
ADARSH PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","VINAYAK NAGAR PEDAGANTYUDA ANDHRA PRADESH,530044","0891,2511251","
Head/Principal Name:K S S Ch V Mahalakshmi
"
AKRG HIGH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","AKRG HIGH SCHOOL, OPPOSITE ESSAR PETROL BUNK ,YARNAGUDEM ROAD,TIMMARAJU PALEM ,NIDADAVOLE MANDAL,A.P,534301,534301",",9603645555","
Head/Principal Name:MRS. G PADMAJA
"
AKSHARA INTERNATIONAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","1/45, THIMMAMPETA(VILL)GARLADINNE(MAN),ANANTAPUR(DIST),515731","8551,286923","
Head/Principal Name:SAILAJA
"
AKSHARA SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","N F C L TOWNSHIP KAKINADA ANDHRA PRADESH,533003","0884,2365053","
Head/Principal Name:D SUSEELA
"
AKSHARA THE SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","AKSHARA NAGAR,       ALL ANDHRA ROAD, PATHAPATANAM,532213","8946,08946255623,","
Head/Principal Name:MR. D. V.S.R. MURTHY
"
AKSHARA THE SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","PLOT NO.33 & 35, H.NO.7-3-221, SRI SAI RAM NAGAR, BAIRAMALGUDA, SAGAR RING ROAD, L.B.NAGAR, HYDERABAD.,500079","1503,040 24095555","
Head/Principal Name:Mrs.SHAILAJA REDDY
"
AKSHARA VAAGDEVI INTERNATIONAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","SY.NO:703,BOLTON ROAD,OPP TIVOLI GARDENS,500003","040,65120033","
Head/Principal Name:PADMA JULURI
"
AKSHARA VIDYALAYA,ANDHRA PRADESH,"
Affiliated up to: 31/03/2022 
","SARASWATHI NAGAR, YERRA GUNTA, NH - 05,524320","0861,2351000","
Head/Principal Name:M V KUMUDA
"
ALLURI SITARAMARAJU PUB.SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2022 
","ARAKKUVALLEY VISAKHAPATNAM ANDHRA PRADESH,531149","8936,249648","
Head/Principal Name:P V S N R VARMA
"
ALTUS HIGH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","RAMAPURAM BEACH ROAD,CHIRALA ENGINEERING COLLEGE CAMPUS,AKKAIPALEM VILLAGE ,CHIRALA,523157",",7981381131","
Head/Principal Name:MRS. P.SOWJAYA
"
AMARA RAJA VIDYALAYAM,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","DIGUVAMAGHAM VILLAGE & POSTTHAVANAMPALLE MANGAL,CHITTOOR DISTRICT,ANDHRA PRADESH STATEPIN-517 129,517129",",08573283466","
Head/Principal Name:MRS. U. GIRIJA RANI
"
AMARARAJA VIDYALAYAM,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","KARAKAMBADI VILLAGE,KARAKAMBADI POST,RENIGUNTA MANDAL,CHITTOOR DISTRICT,ANDHRA PRADESH-517520,517520","0877,2265000","
Head/Principal Name:K  JAYANTHI
"
AMBERWOOD INTERNATIONAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2022 
","KONDAYAPALEM, BEFORE NATIONAL HIGHWAY,524004",",9640926999","
Head/Principal Name:MRS. ANAM SIRISHA REDDY
"
AMBITUS WORLD SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","SY NO 76/1B, INNER RING ROAD, GUNADALA, VIJAYAWADA, KRISHNA DISTRICT, ANDHRA PRADESH,520004",",9100401111","
Head/Principal Name:MRS. P S SUDHA
"
AMBITUS WORLD SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","SURVEY NO: 473,MIYAPUR - MEDCHAL HIGHWAY ROAD,NEAR BACHUPALLY,BOWRAMPET,QUTHBULLAPUR MANDAL,RANGAREDDY DISTRICT,500054",",040 65451111","
Head/Principal Name:Mrs.Babitha Srikumar
"
AMEYA WORLD SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","SANGIVALASA,531162","8933,7093323502","
Head/Principal Name:V MAHALAXMI
"
AMRITA VIDYALAYAM,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","844/1 MAHINDRA HILLS MARREDPALLY SECUNDERABAD ANDHRA PRADESH,500026","040,27739898","
Head/Principal Name:SREEKUMARI
"
ANSARI OXFORD CENTRAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2000 
","ANSARI NAGAR RAYACHOTY ROAD CUDDAPAH ANDHRA PRADESH,516003","08562,24148","
Head/Principal Name:P VENKATA RAMI REDDY
"
APPLE I ENGLISH MEDIUM SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","DOOR NO 27-1-203/2, SRINAGAR, 61ST WARD OF GVMC, GAJUWAKA (PO),530026","0891,6581111","
Head/Principal Name:Mrs. K.Nischala Deepthi
"
APTWEMURJC (G) KODAVALURU,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","PEYYALAPALEM ROAD, RACHARLAPADU POST, KODAVALURU (MD), S.P.S.R. NELLOREE, KODAVALURU, ANDHRA PRADESH-524316,",",","
Head/Principal Name:.
"
ARBOR INTERNATIONAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","SURVEY NO-92,MASEEDBANDA, KONDAPUR,500084","0542,040-68888870","
Head/Principal Name:MissMEERA RAMANAN
"
ARMY PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2020 
","NEAR EAGLE CHOWK, OLD CDM COMPLEX, BOLARUM, RANGAREDDY, SECUNDERABAD, ANDHRA PRADESH-500010,500010","040,7940368","
Head/Principal Name:MRS SUJATA TIKKU
"
ARMY PUBLIC SCHOOL.,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","RAMAKRISHNAPURAM SECUNDERABAD ANDHRA PRADESH,500056","040,7794729","
Head/Principal Name:k a rao
"
ASHRAM PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","PITHAPURAM ROAD OPP. BOAT CLUB KAKINADA ANDHRA PRADESH,533003","0884,2378798","
Head/Principal Name:T AUGUSTINE
"
ATKINSON HIGH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","IRON MARKET GOLLAPUDI VIJAYAVADA ANDHRA PRADESH,521225","0866,2413175","
Head/Principal Name:Sr Anthu Mary K
"
ATKINSON HIGH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","CONVENT STREET, VIJAYAWADA- 520001,520001","0866,2565790","
Head/Principal Name:M BALAPUSHPAM
"
AVENUES ENGLISH MEDIUM HIGH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","PRASANTHI NAGAR,BRAHMANANDAPURAM, NELLORE, SPSR NELLORE DISTRICT,524003",",9247007000","
Head/Principal Name:MRS. PALLE SINDHU
"
B V BHAVAN'S RES PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","PEDATADEPALLI P.O TADEPALLIGUDEM W.G.DISTT ANDHRA PRADESH,534101","8818,284234","
Head/Principal Name:RAJIV KUMAR SHARMA
"
B V BHAVANS INTERNATIONAL RES PUB SC,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","RES. PUBLIC SCHOOL BHIMAVARAM BHIMAVARAM  WEST GODAVARY DISTT. ANDHRA PRADESH,534203","8816,232135","
Head/Principal Name:L V Rama Devi
"
B V REDDY SR SEC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","SATYANARAYANAPURAM C G PALLE POST CHITTOOR ANDHRA PRADESH,517002","8572,651954","
Head/Principal Name:BRUNDA P
"
BAL BHARATI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","DEEPANJALI NAGAR SIM HADRI NTPC TOWNSHIP VISAKHAPATNAM ANDHRA PRADESH,531020","8924,243002","
Head/Principal Name:M Padmaja
"
BES MODEL HIGH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","NH-205, KADIRI ROAD, NEAR ANGALLU , KURABALAKOTA,MANDAL,CHITOOR, ANDHRA PRADESH-517350,517350","8571,280216","
Head/Principal Name:KUTAGOLLA MAHAMMAD RAFI
"
BETHESDA INTEGRATED SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","BETHESDA INTEGRATED SCHOOL, KONNAM GUNTA ROAD,NUZVID, KRISHNA DISTRICT.  AP,521201",",08656 200056","
Head/Principal Name:Mr.Arthur Linu Babu
"
BHARATIYA VIDYA BHAVANS RESIDENTIONAL PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","NAMAVARAM, RAJANAGARAM MANDALAM,533101","0883,2556142","
Head/Principal Name:I SATYENDRA PRASAD BABU
"
BHARATIYA VIDYA BHAVANS VIDYASHRAM,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","COLLECTORSBUNGALOW ROAD, GUNTUR, ANDHRA PRADESH.,522004","0863,2234802","
Head/Principal Name:G SWARNA KUMARI
"
BHARTIYA VIDYA BHAVANS SRI VENKATESWARA VIDYALAYA,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","PB NO 12 BVB CAMPUS SAPTHAGIRI NAGAR ALIPIRI TIRUPATI ANDHRA PRADESH,517507","0877,2288657","
Head/Principal Name:S INDIRA
"
BHASHYAM BLOOMS,ANDHRA PRADESH,"
Affiliated up to: 31/03/2022 
","BHASHYAM BLOOMS,RING ROAD,GUNTUR, ANDHRA PRADESH-522007,522007","0863,2246015","
Head/Principal Name:M ASHALATHA
"
BHASHYAM BLOOMS THE GLOBAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","IMBRAHIMBAGH, GOLCONDA MANDAL, HHYDERABAD,500031","3788,04065241298","
Head/Principal Name:Mrs.R KOMALI
"
BHAVYA CEMENTS D A V SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2022 
","TANGEDA VILLAGE,DACHEPALLY MANDAL,GUNTUR DIST,ANDHRA PRADESH.PIN:522414,522414","8649,273818","
Head/Principal Name:M VARALAKSHMI
"
BHEERAM SREEDHAR REDDY INTERNATIONAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","BHEERAM SREEDHAR REDDY NAGAR,,516163",",08562240266","
Head/Principal Name:MRS. L VIJAYA LAKSHMI
"
BHPV SR SEC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2020 
","BHPV TOWNSHIP BHPV LIMITED VISAKHAPATNAM ANDHRA PRADESH,530012","0891,517381","
Head/Principal Name:P V SUBRAHMANYAM
"
BLOOMINGDALE,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","DOOR NO: 10-234, PORANKI, PENAMALURU MANDAL, KRISHNA DISTRICT,521137",",8328497771","
Head/Principal Name:MRS. BONEY Y RAO
"
BOLTON SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","BOLTON ROAD, OPP.-TIVOLI GARDEN EXCLUSIVE, SECUNDRABAD,500003","040,65244844","
Head/Principal Name:SRILATHA CHANNAPRAGADA
"
BOON SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","RAMANAYYAPETA KAKINADA   EAST GODAVARI DISTRICT ANDHRA PRADESH,533005","0884,2357693","
Head/Principal Name:P LAKSHMI
"
BRUNDAVAN ENGLISH MEDIUM SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","D.NO.6-566/2A,NEAR NAGALAMMA TEMPLE,SANTHAPET ,CHITTOOR,  CHITTOOR DISTRICT,ANDHRA PRADESHPIN:-517001,517001",",08572234022","
Head/Principal Name:MRS. N.SHANTHI VASU
"
BS & JR HIGH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","OLD NH5, TEKKALI MANDAL, SRIKAKULAM DISTRICT, AP-532201,532201",",08945-244423","
Head/Principal Name:MRS. P DEVANAND
"
BVB KAMALA RANI SANGHI PUB SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","HAYATNAGAR MANDAL MANDAL  RANGAREDDY DISTT. ANDHRA PRADESH,501511","040,08415243959","
Head/Principal Name:MRS. ANURADHA
"
CARMEL ENGLISH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","AT/PO-KALLATA, MANDAL. HIRAMANDALAM, DIST-SRIKAKULAM, STATE-ANDHRA PRADESH, PIN-532214,532214","8946,253445","
Head/Principal Name:RANJIT KUMAR PAIK
"
CGR INTERNATIONAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","99/100, AYYAPPA SOCIETY, MADHAPUR,HYDERABAD 500081.,500081","0385,040 64633141","
Head/Principal Name:Mrs.D. Jyotsna
"
CHAITANYA BHARATHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2007 
","GANDIPET HYDERABAD ANDHRA PRADESH,500075","08413,33078","
Head/Principal Name:D DIVAKARA RAO
"
CHAITANYA CENTRAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","YENUGONDA MAHABUB NAGAR ANDHRA PRADESH,509002","8542,222864","
Head/Principal Name:G H BERNARD
"
"CHAVARA ACADEMY MAVALA,",ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","MAVALA PO ADILABAD, ANDHRA PRADESH,504001","0,9010144380","
Head/Principal Name:SEBASTIAN ABRAHAM
"
CHIGURUPATI SRI KRISHNAVENI SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","KRISHNAVENI NAGAR,521137","1587,08662581490,","
Head/Principal Name:MRS. K. MADHAVI
"
CHINMAYA VIDYALAYA,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","DOOR NO.70C/XX NEAR STATE BANK OF INDIA ADONI   KURNOOL DIST. ANDHRA PRADESH,518301","8512,251516","
Head/Principal Name:C VANI BAI
"
CHIREC INTERNATIONAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","1-55/12, KONDAPURKOTHAGUDA [PO]RANGAREDDY DISTRICTHYDERABAD - 500084TELANGANA,500084","040,04044760999","
Head/Principal Name:MRS. IFFAT IBRAHIM
"
CHITTURI HIGH SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","26-3-29,NRP ROAD,GANDHINAGAR,520003",",08662577281","
Head/Principal Name:Mrs. NAGAJYOTHI KONDURI
"
CORNERSTONE SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","SURVEY NO. 49,ANNAPURNA ENCLAVE,BEHIND SWAGATH HOTEL,CHANDANAGAR,500050",",04023038644","
Head/Principal Name:Mrs.Sharmila Solomon
"
"CRR SECONDARY SCHOOL (PRI TO X CLASS) CBSE, DINNEDEVARAPADU, KURNOOL-2",ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","CRR RESIDENTIAL SCHOOL , NH&, DINNEDEVARAPADU, KURNOOL-2,518002","8518,237707","
Head/Principal Name:K KAVSER JAHAN
"
D A V CENTENARY PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","SECTOR-III  UKKUNAGARAM VISAKHAPATNAM ANDHRA PRADESH,530032","0891,2518407","
Head/Principal Name:K V R K PRASAD
"
D.A.V. PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2015 
","4-130, SUJATHANAGAR, VISAKHAPATNAM,530051",",0891 2513496","
Head/Principal Name:CH.V. NARAYANA
"
DA VINCI INTERNATIONAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","THIMMARAJUPETA,531033",",8886534522","
Head/Principal Name:MR. C.L. SRINIVAS
"
DELHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","AMAVARATI ROAD LAM VILLAGE  TADIKONDA MANDAL GUNTUR 522034,522034",",9121849444","
Head/Principal Name:MRS. M USHA RANI
"
DELHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","R.NO:171,172 SAMANASA(V)AMALAPAURAM,(M)EAST GODHAVARI DISTRICT.,533213",",08856234212","
Head/Principal Name:MR. T.AJIJI BABU
"
DELHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","SVKR COLLEGE ROADGOLLALAKODERU,534202",",9659444446","
Head/Principal Name:MR. K KRISHNA RAO
"
DELHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","NH-5, NIDAMANURU,521104","0866,7799442999","
Head/Principal Name:MISS G.MALA
"
DELHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","SY NO 357, 361 362 PEDDA PENDYAL (V) DHARMASAGAR (M) WARANGAL, AP,506151","0870,9676300411","
Head/Principal Name:SUBODH THAPLIYAL
"
DELHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2022 
","PETBASHEERABAD,QUTHBULLAPUR(M),RR DISTRICT,500055","011,8099204242,","
Head/Principal Name:MRS. PALLAVI KRISHNACHANDRA MISHRA
"
DELHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","SAINIK PURI, SECUNDERABAD,500003","040,27895900","
Head/Principal Name:SHAILAJA GOPINATH
"
DELHI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","VSP  SECTOR VIII UKKUNAGARAM SECTOR-VIII UKKUNAGARAM ANDHRA PRADESH,530032","0819,2510686","
Head/Principal Name:SAMIR KUMAR PANDEY
"
DELHI PUBLIC SCHOOL VISAKHAPATNAM,ANDHRA PRADESH,"
Affiliated up to: 31/03/2025 
","S.NO:284/2,ANANDAPURAM MANDALANANDAPURAM,531163","0891,08912539006","
Head/Principal Name:DR. PSV ESWARI LAXMI
"
DELHI PUBLIC WORLD SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","KAZA VILLAGE  MANGALAGIRI NH 5, ADJACENT TO NAGARJUNA UNIVERSITY AMARAVATI,522510",",919100922125","
Head/Principal Name:MISS DIVYA DHIRENDRA
"
DR K L PRASAD PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","J K C COLLEGE CAMPUS RING ROAD GUNTUR ANDHRA PRADESH,522006","0863,2350391","
Head/Principal Name:Y RADHINI CHOWDARY
"
DR VARALAKSHMI PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","BHAVANI NAGAR,TENNU BODDAVARA,S.KOTA MANDAL,VIZIANAGARAM DIST,535145",",08966265157","
Head/Principal Name:MR. PSJ SHARMA
"
DR. BESANT ENGLISH MEDIUM SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","D. NO. 9-10-30BUTCHENNA KONERU,535001",",08922223084","
Head/Principal Name:MRS. JAMMI VIJAYA RADHIKA
"
DR.K.K.R GOWTHAM ENGLISH MEDIUM SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2023 
","CHINAMUSHIDIWADA, PENDURTHI MANDAL VISAKHAPATNAM DISTT AP,530051","0891,2703199","
Head/Principal Name:V SWAMY NAIDU
"
"DR.K.K.R'S GOWTHAM INTERNATIONAL SCHOOL,IIT FOUNDATION SCHOOL",ANDHRA PRADESH,"
Affiliated up to: 31/03/2022 
","OPP.INCAP CAPACITORS,NH-5,GUDAVALLI,VIJAYAWADA(RURAL),PIN-521104,,521104","0866,2841742","
Head/Principal Name:G PADMAKALA
"
DR.KKRS GOWTHAM SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","GAMBEERAM VILLAGE, ANANDAPURAM MANDAL, VISAKHAPATNAM,531173","0891,2716199","
Head/Principal Name:MR. PRAMUDALA VYKUNTHA RAO
"
DURGA PUBLIC SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2024 
","NEAR NADIKUDE RAILWAY STATION, DACHEPALLI GUNTUR DIST ANDHRA PRADESH,522414","8649,257609","
Head/Principal Name:O S VIJAYANANDA KUMAR
"
EDIFY SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2026 
","VAISHNAVI NAGAR, MOHAN GARDENS, TIRUCHANOOR, TIRUPATI.,517503","91,9505908888","
Head/Principal Name:Lakshmi S Nair
"
EKALAVYA MODEL RESIDENTIAL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","EAST GODAVARI, P YERRAGONDA, Y RAMAVARAM, ANDHRA PRADESH-533 483,",",","
Head/Principal Name:.
"
EKALAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","MELLAPUTTI, AT YTC PATHAPATNAM, ANDHRA PRADESH-532213,",",","
Head/Principal Name:.
"
EKALAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","VISAKHAPATNAM, DUMBRI, GUDA AT ARAKU VALLEY, ANDHRA PRADESH-531149,",",","
Head/Principal Name:.
"
EKALAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","KOTIKAPENTHA AT. SARAIVALASA, PACHIPENTA MANDALAM,MATHUMURU (BO), SALURU (SO), VIZIANAGARAM ANDHRA PRADESH-535591,691531",",","
Head/Principal Name:.
"
EKALAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","ANASABADRA, MAKKUVA MANDAL VIZIANAGARAM DIST. BOBBILI ANDHRA PRADESH-535547,",",","
Head/Principal Name:.
"
EKALAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","BHAMINI, SRIKAKULAM(DIST) SRIKAKULAM, ANDHRA PRADESH-532456,",",","
Head/Principal Name:.
"
EKLAVYA  MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","RAJAVOMANGI, EAST GODAVARI , ANDHRA PRADESH-533436,",",","
Head/Principal Name:.
"
EKLAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","EAST GODAVARI, MAREDUMILLI, ANDHRA PRADESH-533295,",",","
Head/Principal Name:.
"
EKLAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","(CO-EDN) CHINTUR, EAST GODAVARI, ANDHRA PRADESH-533347,",",","
Head/Principal Name:.
"
EKLAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","(CO-EDN.) KANAMANAMBEDU (V), BUCHI NAIDU KANDRIGA (M), CHITTO DIST, ANDHRA PRADESH-517645,",",","
Head/Principal Name:.
"
EKLAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","(CO-EDN) BUTTAYAGUDAM WEST GODAVARI , ANDHRA PRADESH-534448,",",","
Head/Principal Name:.
"
EKLAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","JK PADU COLONY, GL PURAM VIZIANAGARAM DIST. GL PURAM, ANDHRA PRADESH- 535523,",",","
Head/Principal Name:.
"
EKLAVYA MODEL RESIDENTIAL SCHOOL,ANDHRA PRADESH,"
Affiliated up to: 31/03/2021 
","G.K. VEEDHI, GUDEM KOTHAVEEDHI, VISAKHAPATNAM ANDHRA PRADESH-531133,",",","
Head/Principal Name:.
"
